parent_symbol,child_symbol,beta,PIP,LFSR
LCOR,BACH2,0.00616985676477742,0.0,0.0
MBD2,BACH2,0.00346689057294438,0.0,0.315
MED12,BACH2,0.0111901501600629,0.0,0.0
MYB,BACH2,-0.0195345447315174,0.0,0.0
MYSM1,BACH2,-0.00386689049254609,0.0,0.0495
NFAT5,BACH2,-0.00349636433861968,0.0,0.0
NFE2L2,BACH2,0.00288860811511251,0.0,0.3155
NFE2L3,BACH2,0.00511681552408117,0.0,0.0
NFKB1,BACH2,-0.00641188759885522,0.0,0.003
NFKB2,BACH2,0.00825568776016138,0.0,0.0
POU2F1,BACH2,-0.00120669829197711,0.0,0.327
PTEN,BACH2,0.00560441504181066,0.0,0.0
RBCK1,BACH2,0.000822193228876337,0.0,0.315
REL,BACH2,-0.00130224197967249,0.0,0.358
RELA,BACH2,-0.0103477778495505,0.0,0.0
RELB,BACH2,0.0120965916577328,0.0,0.0
RFX5,BACH2,-0.000103759056735623,0.0,0.3615
RORC,BACH2,-0.00037580511238234,0.0,0.3645
SETDB1,BACH2,0.000527315578668595,0.0,0.373
SON,BACH2,0.00351797451177496,0.0,0.312
SP110,BACH2,0.00203107594846792,0.0,0.315
